state,year,quarter,district,registered_users,app_opens
puducherry,2023,3,Puducherry District 1,84218,770632
puducherry,2023,3,Puducherry District 2,37263,340972
puducherry,2023,3,Puducherry District 3,24837,227270
puducherry,2023,3,Puducherry District 4,18516,169429
puducherry,2023,3,Puducherry District 5,13432,122915
puducherry,2023,4,Puducherry District 1,106743,736327
puducherry,2023,4,Puducherry District 2,47229,325794
puducherry,2023,4,Puducherry District 3,31480,217153
puducherry,2023,4,Puducherry District 4,23468,161887
puducherry,2023,4,Puducherry District 5,17025,117443
punjab,2018,1,Ludhiana,319227,2472086
punjab,2018,1,Amritsar,134043,1038025
punjab,2018,1,Jalandhar,94908,734967
punjab,2018,1,Patiala,65526,507437
punjab,2018,1,Mohali,48934,378950
punjab,2018,2,Ludhiana,349721,3052591
punjab,2018,2,Amritsar,146847,1281777
punjab,2018,2,Jalandhar,103974,907555
punjab,2018,2,Patiala,71786,626595
punjab,2018,2,Mohali,53609,467937
punjab,2018,3,Ludhiana,439029,3051887
punjab,2018,3,Amritsar,184347,1281482
punjab,2018,3,Jalandhar,130526,907346
punjab,2018,3,Patiala,90118,626451
punjab,2018,3,Mohali,67299,467829
punjab,2018,4,Ludhiana,524079,4174097
punjab,2018,4,Amritsar,220060,1752696
punjab,2018,4,Jalandhar,155812,1240986
punjab,2018,4,Patiala,107576,856804
punjab,2018,4,Mohali,80337,639855
punjab,2019,1,Ludhiana,411483,2846995
punjab,2019,1,Amritsar,172781,1195448
punjab,2019,1,Jalandhar,122336,846430
punjab,2019,1,Patiala,84463,584393
punjab,2019,1,Mohali,63077,436421
punjab,2019,2,Ludhiana,498327,3718483
punjab,2019,2,Amritsar,209246,1561384
punjab,2019,2,Jalandhar,148156,1105529
punjab,2019,2,Patiala,102290,763281
punjab,2019,2,Mohali,76389,570013
punjab,2019,3,Ludhiana,610405,5515948
punjab,2019,3,Amritsar,256308,2316137
punjab,2019,3,Jalandhar,181477,1639927
punjab,2019,3,Patiala,125296,1132241
punjab,2019,3,Mohali,93570,845549
punjab,2019,4,Ludhiana,573733,5022255
punjab,2019,4,Amritsar,240909,2108836
punjab,2019,4,Jalandhar,170574,1493149
punjab,2019,4,Patiala,117768,1030902
punjab,2019,4,Mohali,87948,769870
punjab,2020,1,Ludhiana,506363,3618599
punjab,2020,1,Amritsar,212621,1519443
punjab,2020,1,Jalandhar,150545,1075833
punjab,2020,1,Patiala,103939,742778
punjab,2020,1,Mohali,77621,554701
punjab,2020,2,Ludhiana,675324,4651724
punjab,2020,2,Amritsar,283567,1953251
punjab,2020,2,Jalandhar,200778,1382988
punjab,2020,2,Patiala,138621,954845
punjab,2020,2,Mohali,103521,713071
punjab,2020,3,Ludhiana,644989,6051330
punjab,2020,3,Amritsar,270829,2540943
punjab,2020,3,Jalandhar,191759,1799100
punjab,2020,3,Patiala,132394,1242137
punjab,2020,3,Mohali,98871,927619
punjab,2020,4,Ludhiana,698334,5010057
punjab,2020,4,Amritsar,293229,2103714
punjab,2020,4,Jalandhar,207619,1489522
punjab,2020,4,Patiala,143344,1028398
punjab,2020,4,Mohali,107048,768000
punjab,2021,1,Ludhiana,693562,4523716
punjab,2021,1,Amritsar,291225,1899500
punjab,2021,1,Jalandhar,206200,1344930
punjab,2021,1,Patiala,142365,928569
punjab,2021,1,Mohali,106317,693448
punjab,2021,2,Ludhiana,735829,5132119
punjab,2021,2,Amritsar,308973,2154968
punjab,2021,2,Jalandhar,218767,1525812
punjab,2021,2,Patiala,151041,1053454
punjab,2021,2,Mohali,112796,786711
punjab,2021,3,Ludhiana,667689,5900003
punjab,2021,3,Amritsar,280361,2477401
punjab,2021,3,Jalandhar,198508,1754109
punjab,2021,3,Patiala,137054,1211075
punjab,2021,3,Mohali,102351,904422
punjab,2021,4,Ludhiana,883023,7683738
punjab,2021,4,Amritsar,370779,3226388
punjab,2021,4,Jalandhar,262528,2284425
punjab,2021,4,Patiala,181255,1577217
punjab,2021,4,Mohali,135360,1177854
punjab,2022,1,Ludhiana,758653,6885715
punjab,2022,1,Amritsar,318557,2891300
punjab,2022,1,Jalandhar,225552,2047168
punjab,2022,1,Patiala,155726,1413409
punjab,2022,1,Mohali,116295,1055523
punjab,2022,2,Ludhiana,791914,6353806
punjab,2022,2,Amritsar,332523,2667952
punjab,2022,2,Jalandhar,235441,1889028
punjab,2022,2,Patiala,162553,1304226
punjab,2022,2,Mohali,121393,973986
punjab,2022,3,Ludhiana,867346,6970791
punjab,2022,3,Amritsar,364197,2927023
punjab,2022,3,Jalandhar,257867,2072462
punjab,2022,3,Patiala,178037,1430872
punjab,2022,3,Mohali,132957,1068565
punjab,2022,4,Ludhiana,1011785,6851204
punjab,2022,4,Amritsar,424847,2876808
punjab,2022,4,Jalandhar,300810,2036908
punjab,2022,4,Patiala,207686,1406325
punjab,2022,4,Mohali,155098,1050233
punjab,2023,1,Ludhiana,737179,5731163
punjab,2023,1,Amritsar,309540,2406505
punjab,2023,1,Jalandhar,219168,1703912
punjab,2023,1,Patiala,151318,1176418
punjab,2023,1,Mohali,113003,878540
punjab,2023,2,Ludhiana,899615,6617073
punjab,2023,2,Amritsar,377747,2778497
punjab,2023,2,Jalandhar,267461,1967299
punjab,2023,2,Patiala,184661,1358266
punjab,2023,2,Mohali,137903,1014343
punjab,2023,3,Ludhiana,940481,8612258
punjab,2023,3,Amritsar,394906,3616272
punjab,2023,3,Jalandhar,279611,2560481
punjab,2023,3,Patiala,193049,1767811
punjab,2023,3,Mohali,144168,1320188
punjab,2023,4,Ludhiana,1087402,9839555
punjab,2023,4,Amritsar,456598,4131612
punjab,2023,4,Jalandhar,323291,2925364
punjab,2023,4,Patiala,223207,2019735
punjab,2023,4,Mohali,166689,1508323
rajasthan,2018,1,Jaipur,374844,3137566
rajasthan,2018,1,Jodhpur,194228,1625754
rajasthan,2018,1,Udaipur,114238,956211
rajasthan,2018,1,Kota,86890,727296
rajasthan,2018,1,Ajmer,59604,498910
rajasthan,2018,1,Bikaner,46192,386645
rajasthan,2018,1,Alwar,44213,370077
rajasthan,2018,2,Jaipur,454254,3087109
rajasthan,2018,2,Jodhpur,235375,1599609
rajasthan,2018,2,Udaipur,138439,940834
rajasthan,2018,2,Kota,105297,715600
rajasthan,2018,2,Ajmer,72231,490887
rajasthan,2018,2,Bikaner,55978,380428
rajasthan,2018,2,Alwar,53579,364125
rajasthan,2018,3,Jaipur,541468,4680011
rajasthan,2018,3,Jodhpur,280565,2424984
rajasthan,2018,3,Udaipur,165019,1426291
rajasthan,2018,3,Kota,125513,1084838
rajasthan,2018,3,Ajmer,86099,744177
rajasthan,2018,3,Bikaner,66725,576723
rajasthan,2018,3,Alwar,63866,552009
rajasthan,2018,4,Jaipur,704542,6177381
rajasthan,2018,4,Jodhpur,365064,3200858
rajasthan,2018,4,Udaipur,214718,1882633
rajasthan,2018,4,Kota,163314,1431933
rajasthan,2018,4,Ajmer,112030,982277
rajasthan,2018,4,Bikaner,86821,761245
rajasthan,2018,4,Alwar,83101,728624
rajasthan,2019,1,Jaipur,519308,4389117
rajasthan,2019,1,Jodhpur,269083,2274255
rajasthan,2019,1,Udaipur,158265,1337637
rajasthan,2019,1,Kota,120376,1017408
rajasthan,2019,1,Ajmer,82576,697921
rajasthan,2019,1,Bikaner,63994,540875
rajasthan,2019,1,Alwar,61252,517698
rajasthan,2019,2,Jaipur,634174,4286862
rajasthan,2019,2,Jodhpur,328602,2221271
rajasthan,2019,2,Udaipur,193272,1306474
rajasthan,2019,2,Kota,147003,993705
rajasthan,2019,2,Ajmer,100841,681662
rajasthan,2019,2,Bikaner,78150,528274
rajasthan,2019,2,Alwar,74801,505637
rajasthan,2019,3,Jaipur,821260,7376970
rajasthan,2019,3,Jodhpur,425542,3822434
rajasthan,2019,3,Udaipur,250289,2248222
rajasthan,2019,3,Kota,190370,1710001
rajasthan,2019,3,Ajmer,130590,1173026
rajasthan,2019,3,Bikaner,101204,909072
rajasthan,2019,3,Alwar,96868,870116
rajasthan,2019,4,Jaipur,896701,6012944
rajasthan,2019,4,Jodhpur,464632,3115653
rajasthan,2019,4,Udaipur,273280,1832518
rajasthan,2019,4,Kota,207857,1393816
rajasthan,2019,4,Ajmer,142586,956129
rajasthan,2019,4,Bikaner,110501,740982
rajasthan,2019,4,Alwar,105766,709229
rajasthan,2020,1,Jaipur,746162,4956268
rajasthan,2020,1,Jodhpur,386630,2568129
rajasthan,2020,1,Udaipur,227402,1510484
rajasthan,2020,1,Kota,172962,1148876
rajasthan,2020,1,Ajmer,118648,788105
rajasthan,2020,1,Bikaner,91950,610766
rajasthan,2020,1,Alwar,88010,584594
rajasthan,2020,2,Jaipur,749199,6395346
rajasthan,2020,2,Jodhpur,388203,3313798
rajasthan,2020,2,Udaipur,228327,1949060
rajasthan,2020,2,Kota,173666,1482458
rajasthan,2020,2,Ajmer,119131,1016936
rajasthan,2020,2,Bikaner,92324,788105
rajasthan,2020,2,Alwar,88368,754333
rajasthan,2020,3,Jaipur,831442,5731728
rajasthan,2020,3,Jodhpur,430818,2969939
rajasthan,2020,3,Udaipur,253392,1746814
rajasthan,2020,3,Kota,192730,1328629
rajasthan,2020,3,Ajmer,132209,911413
rajasthan,2020,3,Bikaner,102459,706327
rajasthan,2020,3,Alwar,98068,676059
rajasthan,2020,4,Jaipur,934751,7454445
rajasthan,2020,4,Jodhpur,484348,3862579
rajasthan,2020,4,Udaipur,284877,2271834
rajasthan,2020,4,Kota,216677,1727960
rajasthan,2020,4,Ajmer,148636,1185345
rajasthan,2020,4,Bikaner,115190,918619
rajasthan,2020,4,Alwar,110254,879255
rajasthan,2021,1,Jaipur,749291,6507589
rajasthan,2021,1,Jodhpur,388251,3371958
rajasthan,2021,1,Udaipur,228355,1983268
rajasthan,2021,1,Kota,173687,1508476
rajasthan,2021,1,Ajmer,119146,1034784
rajasthan,2021,1,Bikaner,92336,801937
rajasthan,2021,1,Alwar,88379,767573
rajasthan,2021,2,Jaipur,919412,6301723
rajasthan,2021,2,Jodhpur,476400,3265286
rajasthan,2021,2,Udaipur,280202,1920527
rajasthan,2021,2,Kota,213122,1460755
rajasthan,2021,2,Ajmer,146197,1002049
rajasthan,2021,2,Bikaner,113300,776568
rajasthan,2021,2,Alwar,108445,743290
rajasthan,2021,3,Jaipur,926052,7592155
rajasthan,2021,3,Jodhpur,479841,3933934
rajasthan,2021,3,Udaipur,282225,2313802
rajasthan,2021,3,Kota,214661,1759881
rajasthan,2021,3,Ajmer,147253,1207243
rajasthan,2021,3,Bikaner,114118,935590
rajasthan,2021,3,Alwar,109228,895497
rajasthan,2021,4,Jaipur,1160400,9673497
rajasthan,2021,4,Jodhpur,601270,5012397
rajasthan,2021,4,Udaipur,353646,2948117
rajasthan,2021,4,Kota,268983,2242341
rajasthan,2021,4,Ajmer,184517,1538201
rajasthan,2021,4,Bikaner,142997,1192076
rajasthan,2021,4,Alwar,136869,1140993
rajasthan,2022,1,Jaipur,1011034,9247241
rajasthan,2022,1,Jodhpur,523875,4791530
rajasthan,2022,1,Udaipur,308125,2818210
rajasthan,2022,1,Kota,234360,2143534
rajasthan,2022,1,Ajmer,160766,1470421
rajasthan,2022,1,Bikaner,124590,1139548
rajasthan,2022,1,Alwar,119252,1090716
rajasthan,2022,2,Jaipur,966702,8251063
rajasthan,2022,2,Jodhpur,500904,4275352
rajasthan,2022,2,Udaipur,294614,2514613
rajasthan,2022,2,Kota,224084,1912618
rajasthan,2022,2,Ajmer,153717,1312017
rajasthan,2022,2,Bikaner,119127,1016788
rajasthan,2022,2,Alwar,114022,973216
rajasthan,2022,3,Jaipur,1170446,9242482
rajasthan,2022,3,Jodhpur,606476,4789064
rajasthan,2022,3,Udaipur,356708,2816760
rajasthan,2022,3,Kota,271312,2142431
rajasthan,2022,3,Ajmer,186115,1469664
rajasthan,2022,3,Bikaner,144235,1138961
rajasthan,2022,3,Alwar,138054,1090154
rajasthan,2022,4,Jaipur,1149823,10474743
rajasthan,2022,4,Jodhpur,595789,5427569
rajasthan,2022,4,Udaipur,350422,3192307
rajasthan,2022,4,Kota,266532,2428072
rajasthan,2022,4,Ajmer,182835,1665609
rajasthan,2022,4,Bikaner,141694,1290814
rajasthan,2022,4,Alwar,135622,1235500
rajasthan,2023,1,Jaipur,1048061,9686845
rajasthan,2023,1,Jodhpur,543061,5019314
rajasthan,2023,1,Udaipur,319409,2952185
rajasthan,2023,1,Kota,242943,2245436
rajasthan,2023,1,Ajmer,166654,1540323
rajasthan,2023,1,Bikaner,129153,1193721
rajasthan,2023,1,Alwar,123619,1142567
rajasthan,2023,2,Jaipur,1062547,7483283
rajasthan,2023,2,Jodhpur,550567,3877521
rajasthan,2023,2,Udaipur,323824,2280622
rajasthan,2023,2,Kota,246301,1734644
rajasthan,2023,2,Ajmer,168957,1189931
rajasthan,2023,2,Bikaner,130938,922173
rajasthan,2023,2,Alwar,125327,882656
rajasthan,2023,3,Jaipur,1297745,10694908
rajasthan,2023,3,Jodhpur,672437,5541649
rajasthan,2023,3,Udaipur,395503,3259405
rajasthan,2023,3,Kota,300820,2479107
rajasthan,2023,3,Ajmer,206357,1700617
rajasthan,2023,3,Bikaner,159922,1317945
rajasthan,2023,3,Alwar,153069,1261469
rajasthan,2023,4,Jaipur,1437675,11495302
rajasthan,2023,4,Jodhpur,744942,5956380
rajasthan,2023,4,Udaipur,438149,3503335
rajasthan,2023,4,Kota,333257,2664641
rajasthan,2023,4,Ajmer,228607,1827890
rajasthan,2023,4,Bikaner,177166,1416579
rajasthan,2023,4,Alwar,169574,1355875
sikkim,2018,1,Sikkim District 1,17117,128538
sikkim,2018,1,Sikkim District 2,9109,68408
sikkim,2018,1,Sikkim District 3,4964,37277
sikkim,2018,1,Sikkim District 4,3840,28838
sikkim,2018,1,Sikkim District 5,3072,23073
sikkim,2018,2,Sikkim District 1,21888,204921
sikkim,2018,2,Sikkim District 2,11648,109059
sikkim,2018,2,Sikkim District 3,6347,59429
sikkim,2018,2,Sikkim District 4,4910,45975
sikkim,2018,2,Sikkim District 5,3929,36784
sikkim,2018,3,Sikkim District 1,26190,232678
sikkim,2018,3,Sikkim District 2,13938,123831
sikkim,2018,3,Sikkim District 3,7595,67478
sikkim,2018,3,Sikkim District 4,5876,52203
sikkim,2018,3,Sikkim District 5,4701,41767
sikkim,2018,4,Sikkim District 1,26636,206177
sikkim,2018,4,Sikkim District 2,14175,109727
sikkim,2018,4,Sikkim District 3,7724,59793
sikkim,2018,4,Sikkim District 4,5976,46257
sikkim,2018,4,Sikkim District 5,4781,37010
sikkim,2019,1,Sikkim District 1,25027,170115
sikkim,2019,1,Sikkim District 2,13319,90535
sikkim,2019,1,Sikkim District 3,7258,49335
sikkim,2019,1,Sikkim District 4,5615,38166
sikkim,2019,1,Sikkim District 5,4492,30536
sikkim,2019,2,Sikkim District 1,30577,259821
sikkim,2019,2,Sikkim District 2,16273,138277
sikkim,2019,2,Sikkim District 3,8867,75350
sikkim,2019,2,Sikkim District 4,6860,58293
sikkim,2019,2,Sikkim District 5,5488,46639
sikkim,2019,3,Sikkim District 1,34457,279888
sikkim,2019,3,Sikkim District 2,18338,148956
sikkim,2019,3,Sikkim District 3,9993,81170
sikkim,2019,3,Sikkim District 4,7730,62795
sikkim,2019,3,Sikkim District 5,6185,50241
sikkim,2019,4,Sikkim District 1,34072,261675
sikkim,2019,4,Sikkim District 2,18133,139263
sikkim,2019,4,Sikkim District 3,9881,75888
sikkim,2019,4,Sikkim District 4,7644,58709
sikkim,2019,4,Sikkim District 5,6116,46972
sikkim,2020,1,Sikkim District 1,31199,279980
sikkim,2020,1,Sikkim District 2,16604,149005
sikkim,2020,1,Sikkim District 3,9048,81197
sikkim,2020,1,Sikkim District 4,6999,62815
sikkim,2020,1,Sikkim District 5,5600,50258
sikkim,2020,2,Sikkim District 1,37501,352797
sikkim,2020,2,Sikkim District 2,19958,187758
sikkim,2020,2,Sikkim District 3,10875,102314
sikkim,2020,2,Sikkim District 4,8413,79153
sikkim,2020,2,Sikkim District 5,6731,63329
sikkim,2020,3,Sikkim District 1,41684,272011
sikkim,2020,3,Sikkim District 2,22184,144764
sikkim,2020,3,Sikkim District 3,12088,78886
sikkim,2020,3,Sikkim District 4,9352,61028
sikkim,2020,3,Sikkim District 5,7482,48828
sikkim,2020,4,Sikkim District 1,50177,348761
sikkim,2020,4,Sikkim District 2,26704,185611
sikkim,2020,4,Sikkim District 3,14552,101144
sikkim,2020,4,Sikkim District 4,11257,78247
sikkim,2020,4,Sikkim District 5,9007,62605
sikkim,2021,1,Sikkim District 1,41611,379745
sikkim,2021,1,Sikkim District 2,22145,202100
sikkim,2021,1,Sikkim District 3,12067,110130
sikkim,2021,1,Sikkim District 4,9335,85199
sikkim,2021,1,Sikkim District 5,7469,68166
sikkim,2021,2,Sikkim District 1,40147,319679
sikkim,2021,2,Sikkim District 2,21366,170133
sikkim,2021,2,Sikkim District 3,11643,92710
sikkim,2021,2,Sikkim District 4,9007,71722
sikkim,2021,2,Sikkim District 5,7206,57384
sikkim,2021,3,Sikkim District 1,40623,374938
sikkim,2021,3,Sikkim District 2,21620,199542
sikkim,2021,3,Sikkim District 3,11781,108735
sikkim,2021,3,Sikkim District 4,9114,84120
sikkim,2021,3,Sikkim District 5,7292,67304
sikkim,2021,4,Sikkim District 1,51033,354621
sikkim,2021,4,Sikkim District 2,27159,188729
sikkim,2021,4,Sikkim District 3,14800,102843
sikkim,2021,4,Sikkim District 4,11449,79562
sikkim,2021,4,Sikkim District 5,9160,63657
sikkim,2022,1,Sikkim District 1,45313,300421
sikkim,2022,1,Sikkim District 2,24115,159884
sikkim,2022,1,Sikkim District 3,13141,87125
sikkim,2022,1,Sikkim District 4,10166,67402
sikkim,2022,1,Sikkim District 5,8134,53927
sikkim,2022,2,Sikkim District 1,51095,346186
sikkim,2022,2,Sikkim District 2,27193,184240
sikkim,2022,2,Sikkim District 3,14818,100397
sikkim,2022,2,Sikkim District 4,11463,77669
sikkim,2022,2,Sikkim District 5,9172,62142
sikkim,2022,3,Sikkim District 1,55830,496316
sikkim,2022,3,Sikkim District 2,29713,264140
sikkim,2022,3,Sikkim District 3,16191,143936
sikkim,2022,3,Sikkim District 4,12526,111352
sikkim,2022,3,Sikkim District 5,10021,89092
sikkim,2022,4,Sikkim District 1,59609,541492
sikkim,2022,4,Sikkim District 2,31724,288182
sikkim,2022,4,Sikkim District 3,17287,157038
sikkim,2022,4,Sikkim District 4,13373,121488
sikkim,2022,4,Sikkim District 5,10700,97201
sikkim,2023,1,Sikkim District 1,47381,423653
sikkim,2023,1,Sikkim District 2,25216,225468
sikkim,2023,1,Sikkim District 3,13741,122863
sikkim,2023,1,Sikkim District 4,10630,95050
sikkim,2023,1,Sikkim District 5,8505,76048
sikkim,2023,2,Sikkim District 1,47974,376451
sikkim,2023,2,Sikkim District 2,25532,200347
sikkim,2023,2,Sikkim District 3,13913,109174
sikkim,2023,2,Sikkim District 4,10763,84460
sikkim,2023,2,Sikkim District 5,8611,67575
sikkim,2023,3,Sikkim District 1,60744,447495
sikkim,2023,3,Sikkim District 2,32328,238157
sikkim,2023,3,Sikkim District 3,17616,129778
sikkim,2023,3,Sikkim District 4,13628,100399
sikkim,2023,3,Sikkim District 5,10904,80328
sikkim,2023,4,Sikkim District 1,68575,481806
sikkim,2023,4,Sikkim District 2,36495,256417
sikkim,2023,4,Sikkim District 3,19887,139728
sikkim,2023,4,Sikkim District 4,15385,108097
sikkim,2023,4,Sikkim District 5,12309,86487
tamil-nadu,2018,1,Chennai,591121,4890244
tamil-nadu,2018,1,Coimbatore,288766,2388912
tamil-nadu,2018,1,Kancheepuram,178108,1473462
tamil-nadu,2018,1,Salem,121541,1005493
tamil-nadu,2018,1,Erode,92910,768628
tamil-nadu,2018,1,Madurai,76391,631968
tamil-nadu,2018,1,Tiruppur,69663,576317
tamil-nadu,2018,2,Chennai,757718,5516649
tamil-nadu,2018,2,Coimbatore,370150,2694915
tamil-nadu,2018,2,Kancheepuram,228305,1662201
tamil-nadu,2018,2,Salem,155796,1134289
tamil-nadu,2018,2,Erode,119095,867084
tamil-nadu,2018,2,Madurai,97920,712919
tamil-nadu,2018,2,Tiruppur,89297,650139
tamil-nadu,2018,3,Chennai,809984,7504119
tamil-nadu,2018,3,Coimbatore,395682,3665805
tamil-nadu,2018,3,Kancheepuram,244053,2261039
tamil-nadu,2018,3,Salem,166542,1542937
tamil-nadu,2018,3,Erode,127310,1179467
tamil-nadu,2018,3,Madurai,104674,969761
tamil-nadu,2018,3,Tiruppur,95457,884363
tamil-nadu,2018,4,Chennai,1016379,8155712
tamil-nadu,2018,4,Coimbatore,496507,3984112
tamil-nadu,2018,4,Kancheepuram,306241,2457368
tamil-nadu,2018,4,Salem,208979,1676912
tamil-nadu,2018,4,Erode,159750,1281881
tamil-nadu,2018,4,Madurai,131347,1053967
tamil-nadu,2018,4,Tiruppur,119780,961154
tamil-nadu,2019,1,Chennai,923342,6696301
tamil-nadu,2019,1,Coimbatore,451058,3271182
tamil-nadu,2019,1,Kancheepuram,278208,2017638
tamil-nadu,2019,1,Salem,189850,1376840
tamil-nadu,2019,1,Erode,145127,1052497
tamil-nadu,2019,1,Madurai,119324,865366
tamil-nadu,2019,1,Tiruppur,108816,789162
tamil-nadu,2019,2,Chennai,904534,7126929
tamil-nadu,2019,2,Coimbatore,441870,3481546
tamil-nadu,2019,2,Kancheepuram,272542,2147389
tamil-nadu,2019,2,Salem,185983,1465382
tamil-nadu,2019,2,Erode,142171,1120181
tamil-nadu,2019,2,Madurai,116893,921017
tamil-nadu,2019,2,Tiruppur,106599,839911
tamil-nadu,2019,3,Chennai,1221408,9120893
tamil-nadu,2019,3,Coimbatore,596665,4455609
tamil-nadu,2019,3,Kancheepuram,368018,2748184
tamil-nadu,2019,3,Salem,251136,1875365
tamil-nadu,2019,3,Erode,191976,1433585
tamil-nadu,2019,3,Madurai,157843,1178698
tamil-nadu,2019,3,Tiruppur,143943,1074901
tamil-nadu,2019,4,Chennai,1344652,11442101
tamil-nadu,2019,4,Coimbatore,656870,5589532
tamil-nadu,2019,4,Kancheepuram,405152,3447578
tamil-nadu,2019,4,Salem,276476,2352633
tamil-nadu,2019,4,Erode,211347,1798423
tamil-nadu,2019,4,Madurai,173770,1478669
tamil-nadu,2019,4,Tiruppur,158467,1348456
tamil-nadu,2020,1,Chennai,1057962,9554086
tamil-nadu,2020,1,Coimbatore,516820,4667226
tamil-nadu,2020,1,Kancheepuram,318770,2878707
tamil-nadu,2020,1,Salem,217529,1964435
tamil-nadu,2020,1,Erode,166286,1501672
tamil-nadu,2020,1,Madurai,136721,1234679
tamil-nadu,2020,1,Tiruppur,124681,1125953
tamil-nadu,2020,2,Chennai,1262106,10830170
tamil-nadu,2020,2,Coimbatore,616546,5290601
tamil-nadu,2020,2,Kancheepuram,380280,3263200
tamil-nadu,2020,2,Salem,259504,2226813
tamil-nadu,2020,2,Erode,198372,1702242
tamil-nadu,2020,2,Madurai,163102,1399589
tamil-nadu,2020,2,Tiruppur,148739,1276340
tamil-nadu,2020,3,Chennai,1419436,12259225
tamil-nadu,2020,3,Coimbatore,693402,5988702
tamil-nadu,2020,3,Kancheepuram,427685,3693783
tamil-nadu,2020,3,Salem,291853,2520644
tamil-nadu,2020,3,Erode,223101,1926855
tamil-nadu,2020,3,Madurai,183434,1584266
tamil-nadu,2020,3,Tiruppur,167281,1444755
tamil-nadu,2020,4,Chennai,1297921,11367550
tamil-nadu,2020,4,Coimbatore,634042,5553114
tamil-nadu,2020,4,Kancheepuram,391072,3425116
tamil-nadu,2020,4,Salem,266868,2337305
tamil-nadu,2020,4,Erode,204002,1786705
tamil-nadu,2020,4,Madurai,167731,1469034
tamil-nadu,2020,4,Tiruppur,152960,1339670
tamil-nadu,2021,1,Chennai,1133480,7834871
tamil-nadu,2021,1,Coimbatore,553711,3827380
tamil-nadu,2021,1,Kancheepuram,341524,2360697
tamil-nadu,2021,1,Salem,233057,1610943
tamil-nadu,2021,1,Erode,178155,1231453
tamil-nadu,2021,1,Madurai,146480,1012504
tamil-nadu,2021,1,Tiruppur,133581,923343
tamil-nadu,2021,2,Chennai,1378348,9532815
tamil-nadu,2021,2,Coimbatore,673331,4656835
tamil-nadu,2021,2,Kancheepuram,415305,2872298
tamil-nadu,2021,2,Salem,283404,1960061
tamil-nadu,2021,2,Erode,216643,1498329
tamil-nadu,2021,2,Madurai,178124,1231931
tamil-nadu,2021,2,Tiruppur,162438,1123446
tamil-nadu,2021,3,Chennai,1385038,9240581
tamil-nadu,2021,3,Coimbatore,676599,4514077
tamil-nadu,2021,3,Kancheepuram,417321,2784246
tamil-nadu,2021,3,Salem,284780,1899974
tamil-nadu,2021,3,Erode,217694,1452397
tamil-nadu,2021,3,Madurai,178989,1194165
tamil-nadu,2021,3,Tiruppur,163227,1089006
tamil-nadu,2021,4,Chennai,1525178,13681397
tamil-nadu,2021,4,Coimbatore,745058,6683441
tamil-nadu,2021,4,Kancheepuram,459546,4122293
tamil-nadu,2021,4,Salem,313595,2813059
tamil-nadu,2021,4,Erode,239721,2150386
tamil-nadu,2021,4,Madurai,197099,1768054
tamil-nadu,2021,4,Tiruppur,179742,1612358
tamil-nadu,2022,1,Chennai,1248814,9216310
tamil-nadu,2022,1,Coimbatore,610052,4502221
tamil-nadu,2022,1,Kancheepuram,376275,2776933
tamil-nadu,2022,1,Salem,256771,1894984
tamil-nadu,2022,1,Erode,196283,1448582
tamil-nadu,2022,1,Madurai,161384,1191028
tamil-nadu,2022,1,Tiruppur,147173,1086146
tamil-nadu,2022,2,Chennai,1612908,13268616
tamil-nadu,2022,2,Coimbatore,787915,6481796
tamil-nadu,2022,2,Kancheepuram,485979,3997919
tamil-nadu,2022,2,Salem,331633,2728187
tamil-nadu,2022,2,Erode,253510,2085507
tamil-nadu,2022,2,Madurai,208437,1714710
tamil-nadu,2022,2,Tiruppur,190081,1563712
tamil-nadu,2022,3,Chennai,1791417,16665330
tamil-nadu,2022,3,Coimbatore,875118,8141110
tamil-nadu,2022,3,Kancheepuram,539765,5021371
tamil-nadu,2022,3,Salem,368337,3426592
tamil-nadu,2022,3,Erode,281567,2619389
tamil-nadu,2022,3,Madurai,231505,2153670
tamil-nadu,2022,3,Tiruppur,211119,1964016
tamil-nadu,2022,4,Chennai,2063577,16685805
tamil-nadu,2022,4,Coimbatore,1008069,8151112
tamil-nadu,2022,4,Kancheepuram,621769,5027540
tamil-nadu,2022,4,Salem,424296,3430802
tamil-nadu,2022,4,Erode,324344,2622607
tamil-nadu,2022,4,Madurai,266677,2156315
tamil-nadu,2022,4,Tiruppur,243193,1966429
tamil-nadu,2023,1,Chennai,1591725,11456059
tamil-nadu,2023,1,Coimbatore,777567,5596351
tamil-nadu,2023,1,Kancheepuram,479597,3451784
tamil-nadu,2023,1,Salem,327277,2355503
tamil-nadu,2023,1,Erode,250181,1800617
tamil-nadu,2023,1,Madurai,205699,1480472
tamil-nadu,2023,1,Tiruppur,187585,1350101
tamil-nadu,2023,2,Chennai,1732080,13598244
tamil-nadu,2023,2,Coimbatore,846131,6642821
tamil-nadu,2023,2,Kancheepuram,521886,4097238
tamil-nadu,2023,2,Salem,356136,2795962
tamil-nadu,2023,2,Erode,272241,2137317
tamil-nadu,2023,2,Madurai,223837,1757308
tamil-nadu,2023,2,Tiruppur,204126,1602559
tamil-nadu,2023,3,Chennai,1853291,15781582
tamil-nadu,2023,3,Coimbatore,905343,7709394
tamil-nadu,2023,3,Kancheepuram,558408,4755092
tamil-nadu,2023,3,Salem,381059,3244883
tamil-nadu,2023,3,Erode,291292,2480485
tamil-nadu,2023,3,Madurai,239501,2039462
tamil-nadu,2023,3,Tiruppur,218411,1859866
tamil-nadu,2023,4,Chennai,2357015,17523168
